experiment,uses_pre_cv_fe,stage,feature_group,model_name,group,status,error_type,error_message,test_accuracy_mean,test_accuracy_std,train_accuracy_mean,train_accuracy_std,test_precision_mean,test_precision_std,train_precision_mean,train_precision_std,test_recall_mean,test_recall_std,train_recall_mean,train_recall_std,test_f1_mean,test_f1_std,train_f1_mean,train_f1_std,fit_time_mean,score_time_mean,pre_cv_scope,domain,notes,tags
fs__baseline__logreg,False,fs,baseline,logreg,fs__baseline,success,,,0.825,0.025,0.832,0.007,0.784,0.027,0.799,0.011,0.751,0.069,0.753,0.013,0.765,0.042,0.775,0.011,0.026,0.019,,logreg,Baseline configuration for LogReg feature selection.Including only title features.,set()
